"","AGE","EDUCATION","SEX","DISABILITY","INSURANCE","CHILD","RACE","INCOME"
"2775",52,20,2,1,1,0,1,46000
"2028",56,18,1,2,2,0,3,32480
"639",49,22,1,2,1,0,1,56130
"2665",72,19,2,2,1,0,1,29650
"869",16,13,1,2,1,1,1,1000
"710",31,21,2,2,1,0,1,52100
"741",24,19,2,2,1,0,1,30000
"875",36,22,2,2,1,0,1,57000
"1662",57,16,1,2,1,0,1,69000
"3651",77,21,1,2,1,0,1,59900
"1445",55,16,2,2,1,0,1,0
"4312",69,22,2,2,1,0,1,68420
"254",44,22,2,2,1,0,1,60000
"1654",51,19,1,2,1,0,1,65000
"2962",31,17,2,2,1,0,1,32500
"4447",62,19,2,1,1,0,1,0
"594",48,20,1,2,2,0,3,15000
"2739",27,19,1,2,1,0,1,7000
"1999",23,20,1,2,1,0,1,20000
"362",68,16,1,2,1,0,1,22600
"774",56,19,1,1,1,0,1,93000
"2178",33,23,1,2,1,0,1,96000
"1862",26,15,1,1,1,0,1,5600
"2179",32,21,2,2,1,0,1,0
"2471",62,16,2,1,2,0,1,5100
"2597",61,20,2,2,1,0,1,45620
"3944",21,20,1,2,2,0,1,21600
"2048",88,17,1,1,1,0,1,53900
"1320",37,18,2,2,1,0,1,4900
"997",41,17,2,2,2,0,1,30000
"3615",16,14,2,2,2,1,1,8400
"2226",62,20,2,2,1,0,1,2600
"759",63,17,1,2,2,0,1,18000
"4464",16,13,2,2,1,0,1,7700
"1108",58,16,1,1,2,0,1,37500
"2492",61,22,1,2,1,0,1,39000
"4270",30,17,1,2,2,0,8,45000
"2763",60,16,1,2,1,0,1,24000
"1484",93,16,1,1,1,0,1,68000
"1960",49,22,2,2,1,0,1,50000
"3751",39,16,1,2,1,0,1,36000
"1916",48,22,2,2,1,0,1,125000
"423",19,19,2,2,1,0,1,4800
"539",37,20,2,2,1,0,1,65000
"2983",67,21,2,1,1,0,1,15600
"510",31,21,2,2,1,0,1,600
"4300",15,12,1,2,1,0,1,0
"2567",53,21,2,2,1,0,1,78000
"2891",79,20,1,2,1,0,1,37210
"2146",38,16,1,2,1,0,1,30000
"4073",65,19,2,2,1,0,1,7200
"1663",43,22,1,2,1,0,1,55000
"4271",66,16,1,2,1,0,1,15000
"685",66,19,1,2,1,0,1,53000
"4277",35,16,1,2,1,0,1,18000
"451",59,22,1,1,1,0,1,154000
"2430",37,20,2,2,1,0,1,26000
"200",71,21,2,2,1,0,1,19300
"2184",22,21,1,2,1,0,1,20000
"4123",59,16,1,1,2,0,1,6404
"3690",67,23,1,2,1,0,1,198200
"2134",50,21,1,2,1,0,1,65000
"4381",23,16,1,2,1,0,1,20000
"872",68,23,2,2,1,0,1,30100
"1316",32,20,2,2,1,0,1,5000
"3458",47,16,2,1,2,0,1,6000
"3155",62,16,1,1,1,0,1,32500
"645",55,21,2,1,1,0,1,8000
"2634",22,16,2,2,1,0,3,40000
"3528",54,16,2,1,1,0,9,0
"2871",45,22,2,2,1,0,1,40000
"535",33,16,1,2,1,0,1,73000
"1054",62,16,2,1,1,0,1,0
"2638",54,18,2,2,1,0,1,30400
"1350",56,22,1,1,1,0,3,71300
"1636",47,17,2,2,1,0,1,36000
"3881",29,19,1,2,1,0,1,75000
"4164",93,23,1,1,1,0,1,41100
"3907",35,19,2,2,1,0,1,0
"3183",59,16,2,2,1,0,1,36000
"2777",56,16,1,2,1,0,1,55000
"9",54,18,2,2,2,0,1,4000
"1279",62,22,1,2,1,0,1,40500
"3624",68,18,1,1,1,0,1,32300
"1426",63,16,1,2,1,0,1,53740
"188",32,18,1,2,1,0,1,60000
"2690",31,20,2,2,1,0,1,0
"263",39,19,1,2,1,0,1,24000
"41",52,19,1,1,2,0,1,12200
"2564",20,19,2,2,1,0,1,1000
"1338",47,18,1,2,1,0,1,121000
"1022",35,15,1,2,1,0,1,15000
"3590",84,22,1,2,1,0,1,19500
"3489",36,16,2,2,1,0,1,29000
"3909",63,19,2,2,1,0,1,28000
"3804",31,21,2,2,1,0,1,0
"1926",20,19,1,2,1,0,1,10000
"2152",20,16,1,2,1,0,1,27400
"1198",25,20,2,2,1,0,1,15000
"2583",34,16,1,2,1,0,1,14400
"2232",61,23,1,2,1,0,1,73000
"2976",72,16,2,2,1,0,1,8000
"1356",56,19,2,2,2,0,3,40480
"673",68,16,2,2,1,0,1,21900
"2660",42,16,2,2,1,0,1,19000
"2633",15,11,2,2,1,1,3,550
"686",66,19,2,2,1,0,1,8800
"1984",65,20,2,2,1,0,1,16830
"4026",69,24,1,2,1,0,1,18000
"2717",79,12,1,2,1,0,3,39000
"2753",67,21,2,1,1,0,1,84000
"725",81,16,2,2,1,0,1,2400
"225",27,16,1,1,1,0,9,26000
"4105",35,20,2,2,2,0,1,0
"2272",44,16,1,2,1,0,1,54000
"2458",44,20,1,2,1,0,1,120000
"25",70,16,1,2,1,0,1,35800
"1983",66,21,1,2,1,0,1,49730
"3527",26,20,2,2,1,0,2,31000
"3259",50,16,1,2,1,0,1,20000
"2608",59,17,2,1,1,0,1,46000
"3084",49,17,1,1,1,0,1,14700
"2241",73,21,1,1,1,0,1,39050
"435",57,16,1,2,1,0,1,95600
"1018",58,16,1,2,1,0,1,85000
"1255",24,11,1,2,1,0,1,12000
"3178",64,11,1,1,1,0,8,13500
"3",40,22,2,2,1,0,1,68000
"1341",69,16,2,1,1,0,1,27500
"892",74,19,2,2,1,0,1,7700
"824",19,19,1,2,1,0,1,7000
"1149",69,18,1,2,1,0,1,56700
"4017",28,20,1,2,1,0,1,88000
"1865",70,19,1,2,1,0,1,42820
"92",60,16,2,2,1,0,1,0
"3699",66,16,1,1,1,0,1,31600
"4415",15,12,2,2,1,1,1,4000
"411",56,17,2,2,1,0,1,11000
"1535",57,21,2,2,1,0,1,22000
"262",32,16,2,2,1,0,1,30000
"2502",42,22,2,2,1,0,1,60000
"4201",74,21,2,2,1,0,1,18500
"3579",60,21,2,2,1,0,1,111000
"4319",72,21,2,1,1,0,1,10800
"1486",75,21,2,2,1,0,1,11800
"1141",60,16,2,2,1,0,1,41500
"338",79,19,2,1,1,0,1,37210
"4286",33,21,2,2,2,0,1,23000
"4104",37,20,1,2,1,0,1,38000
"3013",17,13,1,2,1,1,1,0
"3587",40,22,1,2,1,0,1,91200
"1303",26,21,1,2,1,0,1,35000
"3937",62,20,2,2,2,0,1,18100
"587",64,21,2,2,1,0,1,21400
"3602",23,17,2,2,1,0,1,6800
"810",73,22,2,2,1,0,1,5000
"2788",27,16,1,2,1,0,1,75000
"1643",73,22,2,2,1,0,1,88800
"2201",64,16,1,2,1,0,1,5100
"2138",37,21,1,2,2,0,1,75000
"2503",45,22,1,2,1,0,1,114000
"150",81,22,2,2,1,0,1,31100
"1139",16,13,2,1,1,1,1,0
"3420",57,16,1,1,1,0,1,5530
"2320",60,20,1,2,1,0,9,66000
"2637",53,16,1,2,1,0,1,36000
"1208",31,20,1,2,1,0,1,60000
"4352",20,17,2,2,2,0,1,5000
"4219",43,16,2,2,2,0,1,25000
"1647",51,13,1,2,2,0,3,2700
"3465",26,19,1,2,1,0,1,27500
"2994",56,16,1,2,1,0,1,104400
"183",27,22,2,2,1,0,1,44500
"1745",45,16,2,2,1,0,1,100
"974",45,20,1,2,1,0,1,120000
"2618",26,13,1,2,2,0,1,25000
"1419",78,21,2,1,1,0,1,19700
"3455",27,19,2,2,1,0,9,8000
"4304",64,21,1,2,1,0,1,55000
"3112",57,22,1,2,1,0,1,55000
"147",29,19,1,2,2,0,1,28000
"1888",55,21,2,2,1,0,1,50000
"2285",17,14,1,2,1,1,1,0
"2447",19,14,1,1,2,0,1,0
"3220",31,18,1,2,1,0,1,32100
"1608",28,21,1,2,1,0,1,60000
"3666",50,21,1,2,2,0,1,45000
"2656",38,19,2,2,1,0,1,15000
"3798",77,24,1,2,1,0,6,53900
"2896",58,16,2,1,1,0,1,10500
"812",21,19,2,2,2,0,3,28900
"1641",37,16,2,2,1,0,1,27600
"1247",59,17,1,1,1,0,1,15000
"1771",22,18,2,1,1,0,1,0
"1746",54,21,1,1,1,0,1,72000
"3059",25,19,2,2,1,0,1,17000
"2969",58,16,2,2,1,0,1,20000
"3832",76,20,2,2,1,0,1,5300
"4191",67,19,1,2,1,0,1,96400
"729",46,20,1,2,2,0,1,135000
"3854",40,20,1,2,1,0,1,100000
"2143",57,16,1,2,1,0,1,21800
"3037",74,19,2,1,1,0,1,18200
"832",29,16,1,2,1,0,1,28000
"1954",35,19,1,2,1,0,1,43300
"2323",19,18,1,2,1,0,1,3000
"4367",21,16,2,2,1,0,1,10500
"2773",27,17,2,2,1,0,1,30000
"1737",22,16,2,2,1,0,1,21000
"3149",36,21,1,2,1,0,2,50000
"775",60,21,2,2,1,0,1,6900
"2282",23,19,2,2,1,0,1,46000
"1584",56,16,2,2,2,0,1,12000
"1721",47,21,2,2,1,0,9,27500
"1124",39,22,1,2,1,0,1,15700
"2423",76,16,2,2,1,0,1,14800
"2273",33,22,1,2,1,0,1,57000
"3986",28,16,2,2,1,0,1,24000
"3917",27,19,1,2,2,0,3,20
"237",38,16,2,2,2,0,3,39000
"1768",20,16,1,2,1,0,1,2000
"1186",66,18,1,1,1,0,1,40400
"2035",58,13,1,2,1,0,1,65000
"4113",34,21,2,2,1,0,1,0
"718",73,16,1,2,1,0,1,74000
"380",59,17,1,2,1,0,1,70000
"4059",27,17,1,2,1,0,5,30000
"3047",32,21,2,2,1,0,1,60000
"4315",61,16,2,2,1,0,1,12500
"3403",51,21,2,2,2,0,3,40800
"2121",25,19,1,2,1,0,1,33000
"792",35,16,2,2,1,0,1,60000
"240",58,16,1,2,1,0,1,8800
"4013",56,17,1,2,1,0,1,20000
"61",52,12,1,2,2,0,1,72000
"1254",31,16,1,2,1,0,1,30000
"1932",33,24,2,2,1,0,1,470000
"58",43,16,1,1,1,0,1,32900
"1239",32,17,1,2,2,0,1,70000
"955",15,10,1,1,1,1,3,0
"4386",68,17,1,2,1,0,1,20200
"1244",19,16,1,2,1,0,1,10200
"743",43,21,1,2,1,0,1,68000
"4120",24,16,1,2,2,0,1,1600
"879",56,20,1,2,2,0,1,0
"231",43,17,2,2,2,0,1,41000
"4206",67,21,2,1,1,0,1,4800
"106",53,20,2,2,1,0,1,13000
"1234",53,19,2,2,1,0,1,85000
"426",56,22,1,2,1,0,1,50000
"3030",61,19,1,2,1,0,1,128100
"2760",18,16,1,2,1,0,1,13700
"2540",69,22,1,1,1,0,1,61800
"909",43,22,2,2,1,0,1,57000
"1010",21,14,2,2,1,0,1,0
"4171",28,18,1,2,1,0,1,32200
"3428",43,16,1,1,1,0,3,0
"1774",21,19,1,2,1,0,1,7000
"2985",26,14,2,2,1,0,3,0
"1919",85,16,2,2,1,0,1,13000
"1281",33,21,1,2,1,0,1,60000
"2823",40,19,2,2,2,0,9,213000
"4476",25,20,2,2,1,0,1,20800
"3321",51,20,2,2,1,0,1,51600
"3862",30,17,2,1,1,0,1,10800
"2817",44,19,2,2,1,0,1,0
"3188",17,14,1,2,1,1,3,2500
"129",46,24,1,1,1,0,1,48000
"651",44,19,1,2,1,0,1,65000
"2500",43,20,2,2,1,0,1,34800
"898",57,16,2,2,1,0,1,40000
"3627",70,19,2,2,1,0,1,35600
"882",61,17,1,2,1,0,1,1600
"936",61,21,1,2,1,0,3,114100
"2925",28,21,1,2,1,0,1,48900
"395",35,17,1,2,1,0,1,36000
"2549",67,16,1,1,1,0,1,20400
"468",39,19,1,2,1,0,1,40800
"934",55,21,2,2,1,0,1,68000
"2099",20,16,2,2,1,0,1,55000
"1853",70,21,1,2,1,0,1,30910
"2328",74,16,2,1,1,0,1,30000
"491",19,16,2,1,1,0,1,0
"3980",54,20,2,2,2,0,1,25000
"2919",58,16,1,2,1,0,1,560000
"1016",57,18,2,2,1,0,1,53000
"173",52,21,1,2,1,0,1,61000
"3675",43,19,1,2,1,0,1,96000
"318",37,19,1,2,1,0,1,24000
"3808",34,17,1,1,1,0,6,4300
"762",28,16,2,2,2,0,1,140
"274",60,20,1,2,1,0,3,42220
"943",31,21,2,2,1,0,1,45000
"1466",33,16,1,2,2,0,1,30000
"2892",73,21,2,2,1,0,1,60720
"2737",59,16,1,2,1,0,1,85000
"2906",54,16,2,2,1,0,1,26700
"737",42,16,2,2,1,0,1,49800
"950",42,19,1,2,2,0,1,34000
"245",56,20,1,2,1,0,1,36000
"342",15,12,1,2,1,1,1,0
"440",58,20,2,1,1,0,1,42000
"3158",29,19,2,2,2,0,1,30000
"77",46,21,2,2,2,0,1,3600
"157",22,18,2,2,1,0,1,5600
"1623",36,16,2,2,1,0,1,58800
"3416",85,16,2,1,1,0,1,23200
"3329",53,16,1,1,1,0,1,13100
"3964",65,20,1,2,1,0,1,45930
"2289",18,18,2,2,1,0,1,8200
"3665",69,24,1,2,1,0,1,33170
"3263",42,21,2,2,1,0,1,45000
"248",57,16,2,1,1,0,1,27500
"1601",63,24,1,2,1,0,1,460000
"3227",60,20,2,2,1,0,1,30000
"2189",39,21,2,2,1,0,8,46000
"3762",61,18,2,2,1,0,1,40000
"2982",72,23,1,2,1,0,1,28000
"4238",74,21,2,2,1,0,1,20500
"822",53,20,2,2,1,0,1,64200
"3441",32,20,1,2,1,0,1,82000
"216",60,20,1,2,1,0,1,94800
"1675",67,21,1,1,1,0,1,130500
"3739",57,20,1,2,1,0,1,150000
"102",68,24,2,2,1,0,1,73000
"2680",56,22,2,2,1,0,1,44700
"1035",66,16,1,2,1,0,1,33000
"4347",73,16,1,1,1,0,1,25000
"2383",74,22,1,2,1,0,1,46500
"168",84,16,2,1,1,0,1,31900
"3373",42,21,2,2,1,0,1,12000
"3571",17,14,1,2,1,1,1,2100
"643",29,16,1,2,1,0,1,80000
"3607",36,20,2,2,1,0,1,4000
"2926",26,19,1,2,1,0,1,9000
"128",28,16,2,2,1,0,3,17800
"3547",43,22,2,2,1,0,1,0
"3883",17,14,2,2,1,1,9,4000
"1589",16,11,2,1,1,1,3,0
"2609",50,19,1,1,2,0,1,19200
"2626",59,21,2,1,2,0,1,0
"3516",54,18,1,2,1,0,1,460000
"3880",73,16,2,2,1,0,1,15920
"3632",20,18,2,2,1,0,1,0
"2996",70,19,2,2,1,0,1,51000
"632",58,19,1,2,1,0,1,48000
"665",23,21,2,2,1,0,1,30000
"3558",77,16,2,2,1,0,1,29430
"2110",54,21,1,2,1,0,1,34600
"688",25,21,2,2,1,0,1,9000
"929",52,16,2,1,2,0,1,0
"3449",73,21,2,2,1,0,1,42500
"852",64,19,1,1,1,0,1,37900
"3580",46,20,1,1,1,0,1,99900
"3889",70,20,2,2,1,0,1,43950
"1488",37,22,1,2,1,0,1,98000
"4253",66,19,1,2,1,0,1,90200
"1480",16,14,1,2,1,1,1,0
"1459",49,16,2,2,2,0,1,0
"1847",71,20,2,1,1,0,1,25500
"2501",43,21,1,2,1,0,1,45200
"3708",65,21,1,2,1,0,6,35700
"1324",23,21,2,1,1,0,1,11000
"3140",51,16,2,2,1,0,1,52000
"3750",55,16,2,2,1,0,1,21000
"4152",56,22,2,2,2,0,1,29100
"419",77,21,2,2,1,0,1,61420
"213",33,21,1,2,1,0,1,35300
"51",60,16,1,2,1,0,1,28000
"344",24,19,1,1,1,0,1,10000
"2107",20,16,1,2,1,0,1,24000
"298",62,16,1,2,1,0,1,73000
"3477",53,18,1,2,1,0,1,126500
"4",43,18,1,2,1,0,1,60000
"3412",54,18,1,2,1,0,1,10400
"398",28,16,1,2,1,0,1,65000
"3797",16,13,1,2,1,1,1,300
"3958",62,19,1,2,1,0,1,58000
"2579",58,16,1,2,1,0,1,44000
"1922",76,20,2,2,1,0,1,50600
"1299",49,21,2,1,1,0,1,24900
"2041",32,21,2,2,1,0,1,3700
"4148",75,22,1,2,1,0,1,68400
"3146",28,15,2,2,2,0,1,29800
"3706",21,20,2,2,1,0,1,0
"2145",45,19,2,2,1,0,1,60000
"657",21,16,1,2,1,0,1,19000
"845",88,16,2,2,1,0,1,9700
"1006",62,14,2,2,1,0,1,88300
"3681",30,19,1,2,1,0,1,45000
"3431",44,20,2,2,1,0,1,37500
"1076",29,20,1,2,1,0,1,68000
"21",16,13,2,2,1,1,1,0
"2486",28,20,1,2,1,0,1,20000
"1103",51,22,2,2,1,0,1,101750
"760",57,14,2,2,1,0,1,4000
"4030",50,14,2,2,1,0,3,15900
"3343",45,18,1,2,1,0,1,38000
"1685",62,21,2,2,1,0,1,36000
"614",47,21,2,2,1,0,1,31000
"294",77,22,1,2,1,0,1,79200
"3575",55,17,2,2,1,0,1,36000
"1573",51,18,2,2,1,0,1,8000
"3175",56,16,2,2,1,0,1,15000
"3296",46,20,2,2,1,0,1,15000
"3714",23,20,2,2,1,0,1,0
"1005",25,19,2,2,1,0,1,0
"1892",67,17,2,2,1,0,1,14700
"3426",52,20,1,2,1,0,1,10100
"415",45,22,1,2,1,0,1,91000
"2415",65,18,1,2,1,0,1,36010
"3894",56,21,2,2,1,0,1,3410
"64",35,22,2,2,1,0,1,25000
"2217",62,18,1,2,1,0,1,120000
"3012",52,19,2,2,1,0,1,57000
"1177",56,18,2,2,1,0,1,0
"260",67,19,1,1,1,0,1,49100
"3660",28,20,1,2,1,0,1,41600
"1188",58,18,1,1,2,0,3,20000
"166",85,16,2,2,1,0,1,36500
"2872",65,19,1,1,1,0,1,49000
"2546",58,16,1,2,2,0,1,22510
"4332",20,19,1,2,1,0,1,2900
"1346",29,21,1,2,1,0,1,54000
"951",56,16,1,2,1,0,1,95400
"3738",57,21,2,2,1,0,1,33000
"2359",72,21,2,2,1,0,1,18200
"4033",16,13,2,2,2,1,3,0
"1130",64,19,1,2,1,0,1,96000
"2709",55,22,1,2,2,0,1,37000
"948",60,18,2,2,1,0,1,29000
"1964",83,22,2,2,1,0,1,90000
"977",56,16,1,2,1,0,1,70000
"813",47,19,2,2,1,0,1,56000
"3952",40,22,2,2,1,0,1,15000
"4119",22,19,1,2,2,0,8,8000
"488",33,19,1,2,1,0,1,55000
"2135",48,22,2,2,1,0,1,68000
"238",17,13,1,2,1,1,3,600
"4112",25,21,1,2,1,0,1,45000
"3608",34,21,2,2,1,0,1,61000
"2406",48,19,2,2,1,0,1,37000
"253",47,21,1,2,1,0,1,12040
"3222",47,21,2,2,2,0,9,400
"381",58,17,2,2,1,0,1,0
"3083",62,21,2,2,1,0,1,89600
"4411",20,19,2,2,1,0,1,0
"2094",35,19,1,2,1,0,1,103000
"2043",69,18,2,1,1,0,1,9600
"4115",37,20,1,2,1,0,1,80000
"2176",88,16,1,2,1,0,1,68000
"3067",22,16,2,2,1,0,1,11000
"3374",16,13,1,2,1,1,1,0
"2063",41,21,1,2,1,0,1,35000
"3317",57,19,1,2,1,0,8,53000
"322",18,16,1,2,1,0,1,380
"4375",38,22,2,2,1,0,1,73000
"2913",60,19,1,2,1,0,1,13000
"3641",49,22,2,2,1,0,1,98250
"1977",72,22,1,2,1,0,1,34700
"1724",30,19,2,2,1,0,1,46000
"2370",69,20,1,2,1,0,1,37300
"2485",23,18,1,2,1,0,1,20000
"1796",65,19,2,2,1,0,1,52000
"1195",72,16,2,2,1,0,1,16900
"2453",79,16,2,2,1,0,1,7100
"1312",23,20,2,2,2,0,1,10000
"908",79,11,1,1,1,0,1,22000
"42",22,18,1,2,1,0,1,11500
"1812",75,17,2,1,1,0,1,39000
"1196",47,18,2,2,1,0,1,0
"2905",61,15,1,2,1,0,1,40000
"1805",68,18,1,1,1,0,1,27600
"1037",27,18,1,2,1,0,1,8000
"2927",34,21,1,2,1,0,3,62400
"2961",30,19,1,2,1,0,2,6000
"1930",15,12,2,2,1,1,1,0
"1386",47,20,1,2,1,0,1,56000
"130",59,23,2,2,1,0,1,115000
"1790",30,16,2,2,2,0,1,48000
"2003",29,21,2,2,1,0,1,35000
"2372",26,18,2,2,1,0,1,9000
"1828",31,14,1,2,1,0,1,31200
"1835",35,21,2,2,1,0,9,41000
"867",50,23,1,2,1,0,1,213000
"2411",17,14,2,2,1,1,1,0
"1532",76,19,1,2,1,0,1,9000
"2843",57,16,2,2,1,0,1,45000
"2243",52,20,2,2,1,0,1,39000
"3923",40,21,2,1,2,0,1,5000
"3392",42,19,1,2,1,0,1,15000
"576",66,18,1,2,1,0,1,46200
"1509",40,21,2,2,1,0,1,70000
"3734",47,18,1,2,1,0,1,52000
"603",85,23,1,2,1,0,6,79100
"496",18,17,1,2,2,0,1,2200
"4212",74,16,1,1,1,0,1,32500
"3817",43,13,2,2,1,0,3,42100
"4179",30,24,2,2,1,0,1,119050
"3001",64,18,2,2,1,0,1,24100
"2335",35,18,2,2,1,0,1,30000
"3130",71,21,2,2,1,0,1,41100
"4323",38,16,1,1,1,0,1,4300
"3076",69,18,2,2,1,0,1,21500
"2581",55,18,1,1,1,0,1,97450
"1280",57,19,2,2,1,0,1,50000
"996",38,16,1,1,1,0,1,60000
"2385",68,20,1,1,1,0,8,50700
"2364",34,22,1,2,1,0,1,62000
"1061",45,21,2,2,1,0,1,46000
"3689",15,12,2,2,2,1,1,0
"2551",73,19,1,2,1,0,1,15000
"1717",64,18,2,1,1,0,1,27600
"3109",68,18,1,2,1,0,1,26010
"1109",72,19,1,2,1,0,1,61800
"1702",61,16,1,2,2,0,1,29200
"2813",39,1,1,1,1,0,1,41000
"2236",50,20,2,2,1,0,1,36000
"1358",31,16,2,1,1,0,3,9280
"1202",71,14,2,1,1,0,3,9900
"796",66,19,2,2,1,0,1,0
"476",26,22,2,2,1,0,1,41000
"1371",74,19,2,2,1,0,1,13000
"2054",39,20,1,2,2,0,1,48000
"3984",70,21,1,2,1,0,1,34000
"3511",90,21,1,2,1,0,1,74000
"3784",22,19,2,2,2,0,1,15000
"3897",21,19,1,2,1,0,8,7100
"3406",59,20,1,1,1,0,1,16900
"1032",53,15,1,2,1,0,1,19800
"1400",57,19,2,2,1,0,1,27600
"903",78,16,2,2,1,0,1,22200
"4118",76,17,1,2,1,0,1,24700
"3248",58,16,2,2,1,0,1,0
"3023",72,12,2,1,1,0,1,9600
"379",23,19,2,2,1,0,1,0
"917",33,19,1,2,1,0,1,40000
"3628",77,19,1,1,1,0,1,3100
"2952",58,22,1,2,1,0,1,108000
"3711",47,16,1,2,2,0,1,57000
"4085",27,19,1,2,1,0,1,18000
"3856",39,21,2,2,1,0,1,24000
"4257",52,18,1,2,1,0,1,24000
"3401",57,21,1,2,1,0,1,62000
"2880",48,14,2,1,1,0,1,8000
"350",23,19,1,2,1,0,3,30450
"3565",52,20,1,2,1,0,1,81900
"4009",73,12,2,2,1,0,1,61100
"1834",23,20,1,2,1,0,1,15000
"4071",70,15,1,2,1,0,1,32500
"868",51,21,2,2,1,0,1,0
"181",68,16,1,1,1,0,1,15600
"3475",58,21,2,2,1,0,1,11200
"1744",46,19,1,2,1,0,1,128000
"3503",72,16,2,2,1,0,1,34100
"739",41,19,1,2,1,0,1,60000
"2970",68,19,1,2,1,0,1,187450
"2299",55,22,2,2,1,0,1,80000
"2562",67,19,2,2,1,0,1,19200
"556",74,18,2,1,1,0,1,25800
"4019",46,23,1,2,1,0,1,460000
"3703",78,22,1,2,1,0,1,65900
"1377",40,16,1,2,2,0,1,42000
"918",56,16,1,2,1,0,1,50000
